$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075620.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075623.20,8449,8449,8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8449,8449,0,0,0,0,0,0,0,0
$XWYD1,1,20170704,075623.39,8449,8449,8449,8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8449,8449,8449,8449,8449,8449,0,0,8449,8449,0,0
$XWYD1,1,20170704,075623.60,8449,8449,8449,8449,8449,8449,8449,8449,0,0,0,0,0,0,0,0,0,8449,8449,8449,8449,8449,8449,8449,8449,8449,0,0,8449,8449,0,0
$XWYD1,1,20170704,075623.60,8449,8449,8449,8449,8449,8449,8449,8449,0,0,0,0,0,0,0,0,0,8449,8449,8449,8449,8449,8449,8449,8449,8449,0,0,8449,8449,0,0
$XWYD1,1,20170704,075624.0,8458,8458,8458,8449,8449,8449,8449,8449,0,0,0,0,0,0,0,0,0,8449,8449,8449,8449,8449,8458,8458,8449,8449,0,0,8449,8449,0,0
$XWYD1,1,20170704,075624.20,8458,8458,8458,8458,8458,8449,8449,8449,8449,0,0,0,0,0,0,0,8449,8449,8449,8449,8458,8458,8458,8458,8458,8458,8449,8449,8458,8458,8449,8449
$XWYD1,1,20170704,075624.39,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,0,0,0,0,8449,8449,8449,8458,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8458,8458,8449,8449
$XWYD1,1,20170704,075624.60,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8449,8449,8449,8449,8449,8449,8449,8458,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8458,8458,8449,8449
$XWYD1,1,20170704,075624.60,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8449,8449,8449,8449,8449,8449,8449,8458,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8458,8458,8449,8449
$XWYD1,1,20170704,075625.0,8458,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8449,8449,8449,8449,8449,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.20,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8449,8449,8449,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
$XWYD1,1,20170704,075625.39,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
