$KSXT,20170704075627.20,117.25336800,31.71711480,25.7160,115.05,0.01,115.34,11.0,0.73,3,3,17,20,80.812,28.856,-15.126,9.810,-4.658,-0.058,,,*27
$KSXT,20170704075627.39,117.25337360,31.71711250,25.7300,115.07,0.02,115.83,10.9,0.77,3,3,17,20,81.347,28.597,-15.112,9.641,-4.716,0.432,,,*63
$KSXT,20170704075627.60,117.25337930,31.71711020,25.7240,115.14,0.00,115.65,10.7,0.79,3,3,17,20,81.880,28.341,-15.118,9.544,-4.619,0.101,,,*62
$KSXT,20170704075627.79,117.25338480,31.71710790,25.7250,115.18,0.01,115.64,10.6,0.82,3,3,17,21,82.403,28.090,-15.117,9.475,-4.608,0.187,,,*51
$KSXT,20170704075628.00,117.25339030,31.71710570,25.7250,115.15,0.01,115.59,10.5,0.83,3,3,17,21,82.927,27.839,-15.117,9.436,-4.540,-0.122,,,*20
$KSXT,20170704075628.20,117.25339580,31.71710340,25.7170,115.36,0.00,115.49,10.5,0.82,3,3,17,21,83.445,27.592,-15.125,9.310,-4.352,-0.781,,,*22
$KSXT,20170704075628.39,117.25340120,31.71710120,25.7320,115.29,-0.01,116.07,10.3,0.85,3,3,17,21,83.960,27.340,-15.110,9.266,-4.550,0.068,,,*25
$KSXT,20170704075628.60,117.25340660,31.71709890,25.7350,115.39,-0.01,115.75,10.3,0.88,3,3,17,21,84.470,27.094,-15.107,9.194,-4.342,-0.054,,,*56
$KSXT,20170704075628.79,117.25341200,31.71709670,25.7440,115.14,0.08,116.16,10.2,0.90,3,3,17,21,84.979,26.844,-15.098,9.119,-4.550,0.346,,,*62
$KSXT,20170704075629.00,117.25341730,31.71709450,25.7350,115.50,0.09,115.60,10.2,0.88,3,3,17,21,85.484,26.602,-15.107,9.086,-4.367,-0.050,,,*21
$KSXT,20170704075629.20,117.25342260,31.71709230,25.7480,115.33,0.15,115.93,10.1,0.88,3,3,17,21,85.990,26.356,-15.094,9.086,-4.435,0.173,,,*52
$KSXT,20170704075629.39,117.25342790,31.71709010,25.7410,115.33,0.19,115.87,10.1,0.88,3,3,18,21,86.487,26.115,-15.101,8.906,-4.417,-0.169,,,*27
$KSXT,20170704075629.60,117.25343320,31.71708800,25.7390,115.17,0.23,115.64,9.9,0.85,3,3,18,21,86.987,25.875,-15.103,8.824,-4.208,-0.475,,,*33
$KSXT,20170704075629.79,117.25343840,31.71708580,25.7530,114.97,0.29,115.87,9.8,0.82,3,3,18,22,87.488,25.632,-15.089,9.144,-4.396,0.446,,,*11
$KSXT,20170704075630.00,117.25344370,31.71708370,25.7440,114.85,0.29,114.90,10.1,0.76,3,3,18,22,87.990,25.399,-15.098,9.000,-4.201,-0.241,,,*17
$KSXT,20170704075630.20,117.25344900,31.71708150,25.7650,114.15,0.28,115.14,9.9,0.83,3,3,18,22,88.493,25.163,-15.077,9.018,-4.406,0.493,,,*15
$KSXT,20170704075630.39,117.25345430,31.71707950,25.7590,113.38,0.30,114.09,10.0,0.87,3,3,18,22,88.994,24.939,-15.083,9.061,-4.129,-0.140,,,*28
$KSXT,20170704075630.60,117.25345970,31.71707760,25.7700,111.94,0.28,112.39,10.0,0.70,3,3,18,22,89.499,24.731,-15.072,9.000,-3.690,0.187,,,*59
$KSXT,20170704075630.79,117.25346510,31.71707590,25.7720,110.28,0.29,110.68,9.7,0.72,3,3,18,22,90.013,24.537,-15.070,9.288,-3.384,-0.040,,,*34
$KSXT,20170704075631.00,117.25347050,31.71707430,25.7720,108.29,0.26,109.27,9.7,0.80,3,3,18,22,90.528,24.357,-15.070,9.274,-3.312,0.119,,,*5
$KSXT,20170704075631.20,117.25347600,31.71707280,25.7790,106.16,0.17,106.97,9.8,0.81,3,3,18,22,91.049,24.198,-15.063,9.425,-2.794,0.216,,,*63
$KSXT,20170704075631.39,117.25348160,31.71707160,25.7830,103.70,0.09,104.49,9.8,0.85,3,3,18,22,91.579,24.061,-15.059,9.497,-2.430,0.047,,,*4
$KSXT,20170704075631.60,117.25348720,31.71707060,25.7770,101.31,0.06,101.85,9.8,0.94,3,3,18,22,92.113,23.949,-15.065,9.648,-1.915,0.050,,,*51
$KSXT,20170704075631.79,117.25349290,31.71706970,25.7880,98.65,-0.04,99.89,9.8,1.10,3,3,18,22,92.652,23.855,-15.054,9.702,-1.634,0.169,,,*39
$KSXT,20170704075632.00,117.25349860,31.71706920,25.7890,95.70,-0.05,96.75,9.8,1.13,3,3,18,22,93.193,23.791,-15.053,9.709,-1.037,0.054,,,*40
